episode,speaker,line
Christmas Who?,Squidward,yawn
Christmas Who?,SpongeBob,but the best part is you can write a letter to this guy santa claus and tell him what you want and when he comes he brings it to you
Christmas Who?,Patrick,just like a genie laughs
Christmas Who?,Mr. Krabs,i dunno about you lubbers but any fella who's giving away free stuff is a friend o' mine
Christmas Who?,SpongeBob,that's the spirit mr krabs here you go you can get started on your letter
Christmas Who?,Squidward,i can't believe anybody would celebrate a holiday where a jolly prowler breaks into your house and leaves gifts
Christmas Who?,Patrick,like a genie laughs
Christmas Who?,Mr. Krabs,pipe down squidward i'm trying to concentrate this thing is as good as a blank check direct from the first national bank of santa claus
Christmas Who?,Squidward,oh brother
Christmas Who?,Patrick,yeah
Christmas Who?,SpongeBob,okay who's next
Christmas Who?,Patrick,ooh ooh me me
Christmas Who?,Squidward,ooh
Christmas Who?,SpongeBob,here you go patrick
Christmas Who?,Patrick,there's no words on this paper
Christmas Who?,SpongeBob,not yet
Christmas Who?,Patrick,yippee a writing stick
Christmas Who?,SpongeBob,c'mon squidward write a letter
Christmas Who?,Squidward,spongebob grow up will ya no one's going to give me a gift just because i write them a stupid letter
Christmas Who?,Patrick,spongebob i ripped my paper could i have another one
Christmas Who?,SpongeBob,sure buddy here you go okie dokie squid ward
Christmas Who?,Patrick,uhh spongebob thanks dear sant d'oh not again
Christmas Who?,SpongeBob,here patrick watch me dear santa what do i want for christmas you may ask all i want is for you to visit gentle folk here in bikini bottom that is my wish patrick i designed this mechanism specifically to shoot bottles to the surface the hopes of everyone rests on the success of its maiden voyage fire in the hole
Christmas Who?,Patrick,santa haha where's santa
Christmas Who?,SpongeBob,santa doesn't come till christmas eve
Christmas Who?,Mr. Krabs,okay boy my demands uhh i mean my letter is ready to go
Christmas Who?,SpongeBob,great mr krabs what did you wish for
Christmas Who?,Mr. Krabs,a pony
Christmas Who?,SpongeBob,really
Christmas Who?,Mr. Krabs,with saddle bags full of money
Christmas Who?,Patrick,here you go spongebob
Christmas Who?,SpongeBob,what did you wish for patrick
Christmas Who?,Patrick,another piece of paper
Christmas Who?,SpongeBob,and what did you wish for little girl
Christmas Who?,Susie,front teeth
Christmas Who?,Cowboy,i could use a new hat
Christmas Who?,Jennifer-Millie,i need a new hairstyle
Christmas Who?,Lonnie,how about a glass of water for my teeth
Christmas Who?,Squidward,excuse me coming through out of the way
Christmas Who?,SpongeBob,great squidward you finished what's your wish
Christmas Who?,Squidward,my wish is that the people of bikini bottom will stop paying any attention to the inane dribble that is constantly streaming out of this dunderhead's mouth
Christmas Who?,SpongeBob,gee squidward maybe santa will bring me a dictionary so i can understand what you just said okay everybody we've got a lot to do now that we've summoned santa claus we must ready ourselves for his arrival
Christmas Who?,Everyone,hooray
Christmas Who?,SpongeBob and Patrick,it's shaping up to be a wonderful holiday not your normal average everyday
Christmas Who?,Squidward,sounds like someone felled my old coral tree spongebob patrick why'd you do this to me
Christmas Who?,SpongeBob and Patrick,the world feels like it's in loverly
Christmas Who?,Squidward,go away before i harm you bodily
Christmas Who?,SpongeBob and Patrick,this christmas feels like the very first christmas to me there'll be shopping decorating and plenty of snow hey patrick who's that under the mistletoe
Christmas Who?,Squidward,what who me would you look at the time i should go
Christmas Who?,Plankton,people seem a little more brotherly
Christmas Who?,Mr. Krabs,here's a special something to you from me
Christmas Who?,SpongeBob and Patrick,even all the trash on christmas it smells so sweetly this christmas feels like the very first christmas to me
Christmas Who?,SpongeBob,la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la
Christmas Who?,Squidward,what do you want can't you see that i'm busy
Christmas Who?,SpongeBob and Patrick,step outside we've got something for you to see
Christmas Who?,Squidward,spongebob take this stuff down immediately
Christmas Who?,SpongeBob and Patrick,chestnuts roasting and burns in the third degree
Christmas Who?,Citizens,tonight things are as good as they seem to be
Christmas Who?,Patrick,a star on top will complete all the scenery
Christmas Who?,Citizens,this christmas feels like the very first christmas to me this christmas feels like the very first christmas to me
Christmas Who?,Patchy,is squidward right can there be a christmas under the sea stay tuned it's about time you got back now i can finish me story so spongebob was sending the last of the letters to santa
Christmas Who?,Martin,i hope he can read portuguese
Christmas Who?,SpongeBob,ahh that's the last letter huh wait squidward hasn't written his letter yet squidward hurry squidward squidward hurry
Christmas Who?,Squidward,spongebob what are you doing
Christmas Who?,SpongeBob,don't worry squidward i'll help you get started dear santa claus
Christmas Who?,Squidward,spongebob forget it
Christmas Who?,SpongeBob,right too formal hi santa
Christmas Who?,Squidward,spongebob no
Christmas Who?,SpongeBob,howdy claus
Christmas Who?,Squidward,i'm not writing a letter to a figment of your imagination
Christmas Who?,SpongeBob,but squidward when santa comes you'll be the only one without a gift
Christmas Who?,Squidward,spongebob how many times do i have to say it i don't believe in santa claus
Christmas Who?,SpongeBob,c mon squid all you have to do is write a letter what have you got to lose
Christmas Who?,Squidward,my self-respect my sanity my lunch
Christmas Who?,SpongeBob,squidward c'mon
Christmas Who?,Citizens,c mon squidward don't be a party pooper c'mon out
Christmas Who?,Squidward,santa claus is a big phony spongebob has got you all fooled
Christmas Who?,SpongeBob,c'mon squidward c'mon
Christmas Who?,Squidward,those idiots are gonna be up all night while i get a full night s sleep
Christmas Who?,Citizens,oh santa's coming tonight tonight santa's coming tonight santa's coming tonight tonight santa's coming tonight
Christmas Who?,SpongeBob,c mon everybody let's sing till santa gets here
Christmas Who?,Citizens,oh santa's coming tonight tonight santa s coming tonight santa's coming tonight tonight santa's coming
Christmas Who?,Citizens,santa's coming tonight tonight santa's coming tonight
Christmas Who?,Fred,hey where's santa
Christmas Who?,SpongeBob,uh he should be here any minute santa's coming tonight tonight santa's coming tonight
Christmas Who?,Citizens,oh c'mon enough of this
Christmas Who?,Fred,thanks for the lies mr fairytale let's go waste our time somewhere else
Christmas Who?,SpongeBob,hey guys where's your christmas spirit he's just running late
Christmas Who?,Patrick,he probably just stopped for a snack fat guys get hungry right
Christmas Who?,SpongeBob,yeah
Christmas Who?,Patrick,never trust a genie
Christmas Who?,Squidward,ahh morning already oh boy merry christmas ho ho ho merry christmas wait oh i see a great christmas photo op could you move in a little say santa claus
Christmas Who?,SpongeBob,santa claus
Christmas Who?,Squidward,aww our first christmas this christmas feels like the very first christmas the first christmas is this christmas cause it feels like the first christmas to me
Christmas Who?,SpongeBob,you were right squidward this is a stupid holiday i still want you to have this
Christmas Who?,Squidward,what what's this
Christmas Who?,SpongeBob,a present i made it for you so you wouldn't be left out when santa came
Christmas Who?,Squidward,oh gee i uh you know i
Christmas Who?,SpongeBob,you're welcome
Christmas Who?,Squidward,spongebob he made me a present it's probably a jellyfish net or an old krabby patty or his favorite underpants haha why it looks like a clarinet it smells like one too handcrafted on driftwood and it's even got my name on it what's this wow this is the greatest gift i've ever gotten oh i feel like a i feel like a i feel like a big jerk what have i done to poor spongebob uh hey spongebob i spongebob
Christmas Who?,SpongeBob,i guess i won't be needing this that's better
Christmas Who?,Squidward,poor little guy all he wanted was to spread a little joy
Christmas Who?,SpongeBob,i better get this stuff off of squid's house
Christmas Who?,Squidward,ho ho ho ho ho ho
Christmas Who?,SpongeBob,huh hello who's there huh hello
Christmas Who?,Squidward,ho ho ho ho ho ho
Christmas Who?,SpongeBob,hello yes who's there huh hello show yourself yoo-hoo hello who is it huh
Christmas Who?,Squidward,up here you dunce i mean uh merry christmas little boy
Christmas Who?,SpongeBob,c-c-could it be
Christmas Who?,Squidward,yes it is i santa claus ho ho ho
Christmas Who?,SpongeBob,hey you're s-s-s-s-s-s-s-s-san s-s-s-s-s-s-s-s-san s-s-s-s-s-s-s-s-san
Christmas Who?,Squidward,hey uh kid take it easy
Christmas Who?,SpongeBob,s-s-s-s-s-s-s-s-san ta
Christmas Who?,Squidward,spongebob spongebob spongebob
Christmas Who?,SpongeBob,s-s-s-s-s-s-s-s-san
Christmas Who?,Squidward,don't do that again
Christmas Who?,SpongeBob,i knew you'd make it santa hey santa where's your big round belly
Christmas Who?,Squidward,well that um is a result of uh undersea pressure on my body
Christmas Who?,SpongeBob,where's your reindeer and your flying machine
Christmas Who?,Squidward,uhh i loaned them to the easter bunny
Christmas Who?,SpongeBob,and what about that nose i knew you were suppose to have a big one but that things gigantic
Christmas Who?,Squidward,alright i'm santa
Christmas Who?,SpongeBob,santa this is the greatest you could've given me thank you for bringing christmas to bikini bottom
Christmas Who?,Squidward,i didn't bring christmas to bikini bottom spongebob you did
Christmas Who?,SpongeBob,i did
Christmas Who?,Gary,meow
Christmas Who?,Squidward,merry christmas spongebob merry christmas whew i'm glad that's over
Christmas Who?,Shelly,do you have a present for me santa
Christmas Who?,Squidward,oh well uhh you see i'm not really
Christmas Who?,SpongeBob,go ahead santa claus see he is real he made my christmas wish come true he won't let you down
Christmas Who?,Squidward,uhh right just a second c'mon let's see what do little girls like a box of matches or a shaving kit a copy of my birth certificate there's got to be something around here think think think ha perfect there you go little girl ho ho ho
